[Header]\r\n2013-09-17 08:17:28,592 [10] INFO  ThemeSim.ThemeSim TestForm loading...
2013-09-18 02:55:06,269 [10] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.TextSetting -> ThemeSim.ThemeElements.TextControl.
2013-09-18 02:55:06,270 [10] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ImageSetting -> ThemeSim.ThemeElements.ImageControl.
2013-09-18 02:55:06,270 [10] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ImageSetting -> ThemeSim.ThemeElements.ImageControl.
2013-09-18 02:55:06,270 [10] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ScreenSetting -> ThemeSim.ThemeElements.ScreenControl.
2013-09-18 02:55:06,271 [10] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ScreenSetting -> ThemeSim.ThemeElements.ScreenControl.
2013-09-18 02:55:06,271 [10] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ImageContainerResourcesSetting -> ThemeSim.ThemeElements.ImageContainerResources.
2013-09-18 02:55:06,271 [10] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ImageContainerResourcesSetting -> ThemeSim.ThemeElements.ImageContainerResources.
2013-09-18 02:55:06,272 [10] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ImageDirectoryResourcesSetting -> ThemeSim.ThemeElements.ImageDirectoryResources.
2013-09-18 02:55:06,273 [10] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ImageDirectoryResourcesSetting -> ThemeSim.ThemeElements.ImageDirectoryResources.
2013-09-18 02:55:06,274 [10] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.AreaSetting -> ThemeSim.ThemeElements.AreaControl.
2013-09-18 02:55:06,274 [10] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.AreaSetting -> ThemeSim.ThemeElements.AreaControl.
2013-09-18 02:55:06,284 [10] INFO  ThemeSim.ThemeSimulator Load Resource 'c100dts2a' -> ./c100dts2a
2013-09-18 02:55:06,285 [10] INFO  ThemeSim.ThemeSimulator Load Resource 'c100dts2b' -> ./c100dts2b
2013-09-18 02:55:06,286 [10] INFO  ThemeSim.ThemeSimulator Load Resource 'battery' -> ./battery
2013-09-18 02:55:06,287 [10] INFO  ThemeSim.ThemeSimulator Load Resource 'usb' -> ./usb
2013-09-18 02:55:06,326 [10] INFO  ThemeSim.ThemeSimulator Load Control 'img电池' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-18 02:55:06,339 [10] INFO  ThemeSim.ThemeSimulator Load Control 'img左箭头' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-18 02:55:06,375 [10] INFO  ThemeSim.ThemeSimulator Load Control 'img右箭头' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-18 02:55:06,389 [10] INFO  ThemeSim.ThemeSimulator Load Control 'img大选择框' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-18 02:55:06,403 [10] INFO  ThemeSim.ThemeSimulator Load Control 'img图标' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-18 02:55:06,416 [10] INFO  ThemeSim.ThemeSimulator Load Control 'img图标Bar' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-18 02:55:06,430 [10] INFO  ThemeSim.ThemeSimulator Load Control 'img主菜单' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-18 02:55:06,434 [10] INFO  ThemeSim.ThemeSimulator Load Control 'txt时间' -> ThemeSim.ThemeSettings.TextSetting
2013-09-18 02:55:06,435 [10] INFO  ThemeSim.ThemeSimulator Load Control 'txt日期' -> ThemeSim.ThemeSettings.TextSetting
2013-09-18 02:55:06,455 [10] INFO  ThemeSim.ThemeSimulator Load Control 'img电量' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-18 02:55:06,456 [10] INFO  ThemeSim.ThemeSimulator Load Control 'txt电量' -> ThemeSim.ThemeSettings.TextSetting
2013-09-18 02:55:06,476 [10] INFO  ThemeSim.ThemeSimulator Load Control 'imgUSB黑色' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-18 02:55:06,478 [10] INFO  ThemeSim.ThemeSimulator Load Control 'are宠物管家' -> ThemeSim.ThemeSettings.AreaSetting
2013-09-18 02:55:06,479 [10] INFO  ThemeSim.ThemeSimulator Load Control 'are主题切换按钮' -> ThemeSim.ThemeSettings.AreaSetting
2013-09-18 02:55:06,481 [10] INFO  ThemeSim.ThemeSimulator Load Control 'areUSB按钮' -> ThemeSim.ThemeSettings.AreaSetting
2013-09-18 02:55:06,483 [10] INFO  ThemeSim.ThemeSimulator Load Screen 'MainScreen' -> ThemeSim.ThemeSettings.ScreenSetting
2013-09-18 02:55:06,483 [10] INFO  ThemeSim.ThemeSimulator Load Screen 'BatteryScreen' -> ThemeSim.ThemeSettings.ScreenSetting
2013-09-18 02:55:06,484 [10] INFO  ThemeSim.ThemeSimulator Load Screen 'USBScreen' -> ThemeSim.ThemeSettings.ScreenSetting
2013-09-18 02:55:06,628 [10] INFO  Script 成功加载脚本.
[Header]\r\n2013-09-18 02:55:38,195 [9] INFO  ThemeSim.ThemeSimulator TestForm loading...
2013-09-18 02:55:38,502 [9] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.TextSetting -> ThemeSim.ThemeElements.TextControl.
2013-09-18 02:55:38,502 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.TextSetting -> ThemeSim.ThemeElements.TextControl.
2013-09-18 02:55:38,503 [9] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ImageSetting -> ThemeSim.ThemeElements.ImageControl.
2013-09-18 02:55:38,503 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ImageSetting -> ThemeSim.ThemeElements.ImageControl.
2013-09-18 02:55:38,503 [9] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ScreenSetting -> ThemeSim.ThemeElements.ScreenControl.
2013-09-18 02:55:38,503 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ScreenSetting -> ThemeSim.ThemeElements.ScreenControl.
2013-09-18 02:55:38,504 [9] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ImageContainerResourcesSetting -> ThemeSim.ThemeElements.ImageContainerResources.
2013-09-18 02:55:38,504 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ImageContainerResourcesSetting -> ThemeSim.ThemeElements.ImageContainerResources.
2013-09-18 02:55:38,505 [9] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ImageDirectoryResourcesSetting -> ThemeSim.ThemeElements.ImageDirectoryResources.
2013-09-18 02:55:38,506 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ImageDirectoryResourcesSetting -> ThemeSim.ThemeElements.ImageDirectoryResources.
2013-09-18 02:55:38,506 [9] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.AreaSetting -> ThemeSim.ThemeElements.AreaControl.
2013-09-18 02:55:38,507 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.AreaSetting -> ThemeSim.ThemeElements.AreaControl.
2013-09-18 02:55:38,517 [9] INFO  ThemeSim.ThemeSimulator Load Resource 'c100dts2a' -> ./c100dts2a
2013-09-18 02:55:38,517 [9] INFO  ThemeSim.ThemeSimulator Load Resource 'c100dts2b' -> ./c100dts2b
2013-09-18 02:55:38,519 [9] INFO  ThemeSim.ThemeSimulator Load Resource 'battery' -> ./battery
2013-09-18 02:55:38,519 [9] INFO  ThemeSim.ThemeSimulator Load Resource 'usb' -> ./usb
2013-09-18 02:55:38,557 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img电池' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-18 02:55:38,576 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img左箭头' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-18 02:55:38,589 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img右箭头' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-18 02:55:38,600 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img大选择框' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-18 02:55:38,613 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img图标' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-18 02:55:38,627 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img图标Bar' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-18 02:55:38,641 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img主菜单' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-18 02:55:38,646 [9] INFO  ThemeSim.ThemeSimulator Load Control 'txt时间' -> ThemeSim.ThemeSettings.TextSetting
2013-09-18 02:55:38,648 [9] INFO  ThemeSim.ThemeSimulator Load Control 'txt日期' -> ThemeSim.ThemeSettings.TextSetting
2013-09-18 02:55:38,673 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img电量' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-18 02:55:38,675 [9] INFO  ThemeSim.ThemeSimulator Load Control 'txt电量' -> ThemeSim.ThemeSettings.TextSetting
2013-09-18 02:55:38,697 [9] INFO  ThemeSim.ThemeSimulator Load Control 'imgUSB黑色' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-18 02:55:38,699 [9] INFO  ThemeSim.ThemeSimulator Load Control 'are宠物管家' -> ThemeSim.ThemeSettings.AreaSetting
2013-09-18 02:55:38,700 [9] INFO  ThemeSim.ThemeSimulator Load Control 'are主题切换按钮' -> ThemeSim.ThemeSettings.AreaSetting
2013-09-18 02:55:38,701 [9] INFO  ThemeSim.ThemeSimulator Load Control 'areUSB按钮' -> ThemeSim.ThemeSettings.AreaSetting
2013-09-18 02:55:38,703 [9] INFO  ThemeSim.ThemeSimulator Load Screen 'MainScreen' -> ThemeSim.ThemeSettings.ScreenSetting
2013-09-18 02:55:38,703 [9] INFO  ThemeSim.ThemeSimulator Load Screen 'BatteryScreen' -> ThemeSim.ThemeSettings.ScreenSetting
2013-09-18 02:55:38,704 [9] INFO  ThemeSim.ThemeSimulator Load Screen 'USBScreen' -> ThemeSim.ThemeSettings.ScreenSetting
2013-09-18 02:55:38,855 [9] INFO  Script 成功加载脚本.
[Footer]\r\n[Header]\r\n2013-09-18 02:56:24,732 [8] INFO  ThemeSim.ThemeSimulator TestForm loading...
2013-09-18 02:56:25,059 [8] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.TextSetting -> ThemeSim.ThemeElements.TextControl.
2013-09-18 02:56:25,059 [8] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.TextSetting -> ThemeSim.ThemeElements.TextControl.
2013-09-18 02:56:25,060 [8] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ImageSetting -> ThemeSim.ThemeElements.ImageControl.
2013-09-18 02:56:25,060 [8] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ImageSetting -> ThemeSim.ThemeElements.ImageControl.
2013-09-18 02:56:25,061 [8] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ScreenSetting -> ThemeSim.ThemeElements.ScreenControl.
2013-09-18 02:56:25,061 [8] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ScreenSetting -> ThemeSim.ThemeElements.ScreenControl.
2013-09-18 02:56:25,061 [8] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ImageContainerResourcesSetting -> ThemeSim.ThemeElements.ImageContainerResources.
2013-09-18 02:56:25,062 [8] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ImageContainerResourcesSetting -> ThemeSim.ThemeElements.ImageContainerResources.
2013-09-18 02:56:25,063 [8] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ImageDirectoryResourcesSetting -> ThemeSim.ThemeElements.ImageDirectoryResources.
2013-09-18 02:56:25,064 [8] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ImageDirectoryResourcesSetting -> ThemeSim.ThemeElements.ImageDirectoryResources.
2013-09-18 02:56:25,065 [8] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.AreaSetting -> ThemeSim.ThemeElements.AreaControl.
2013-09-18 02:56:25,067 [8] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.AreaSetting -> ThemeSim.ThemeElements.AreaControl.
2013-09-18 02:56:25,077 [8] INFO  ThemeSim.ThemeSimulator Load Resource 'c100dts2a' -> ./c100dts2a
2013-09-18 02:56:25,078 [8] INFO  ThemeSim.ThemeSimulator Load Resource 'c100dts2b' -> ./c100dts2b
2013-09-18 02:56:25,078 [8] INFO  ThemeSim.ThemeSimulator Load Resource 'battery' -> ./battery
2013-09-18 02:56:25,079 [8] INFO  ThemeSim.ThemeSimulator Load Resource 'usb' -> ./usb
2013-09-18 02:56:25,117 [8] INFO  ThemeSim.ThemeSimulator Load Control 'img电池' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-18 02:56:25,128 [8] INFO  ThemeSim.ThemeSimulator Load Control 'img左箭头' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-18 02:56:25,139 [8] INFO  ThemeSim.ThemeSimulator Load Control 'img右箭头' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-18 02:56:25,149 [8] INFO  ThemeSim.ThemeSimulator Load Control 'img大选择框' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-18 02:56:25,162 [8] INFO  ThemeSim.ThemeSimulator Load Control 'img图标' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-18 02:56:25,175 [8] INFO  ThemeSim.ThemeSimulator Load Control 'img图标Bar' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-18 02:56:25,187 [8] INFO  ThemeSim.ThemeSimulator Load Control 'img主菜单' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-18 02:56:25,192 [8] INFO  ThemeSim.ThemeSimulator Load Control 'txt时间' -> ThemeSim.ThemeSettings.TextSetting
2013-09-18 02:56:25,192 [8] INFO  ThemeSim.ThemeSimulator Load Control 'txt日期' -> ThemeSim.ThemeSettings.TextSetting
2013-09-18 02:56:25,214 [8] INFO  ThemeSim.ThemeSimulator Load Control 'img电量' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-18 02:56:25,215 [8] INFO  ThemeSim.ThemeSimulator Load Control 'txt电量' -> ThemeSim.ThemeSettings.TextSetting
2013-09-18 02:56:25,235 [8] INFO  ThemeSim.ThemeSimulator Load Control 'imgUSB黑色' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-18 02:56:25,237 [8] INFO  ThemeSim.ThemeSimulator Load Control 'are宠物管家' -> ThemeSim.ThemeSettings.AreaSetting
2013-09-18 02:56:25,238 [8] INFO  ThemeSim.ThemeSimulator Load Control 'are主题切换按钮' -> ThemeSim.ThemeSettings.AreaSetting
2013-09-18 02:56:25,239 [8] INFO  ThemeSim.ThemeSimulator Load Control 'areUSB按钮' -> ThemeSim.ThemeSettings.AreaSetting
2013-09-18 02:56:25,241 [8] INFO  ThemeSim.ThemeSimulator Load Screen 'MainScreen' -> ThemeSim.ThemeSettings.ScreenSetting
2013-09-18 02:56:25,242 [8] INFO  ThemeSim.ThemeSimulator Load Screen 'BatteryScreen' -> ThemeSim.ThemeSettings.ScreenSetting
2013-09-18 02:56:25,242 [8] INFO  ThemeSim.ThemeSimulator Load Screen 'USBScreen' -> ThemeSim.ThemeSettings.ScreenSetting
2013-09-18 02:56:25,394 [8] INFO  Script 成功加载脚本.
[Footer]\r\n[Header]\r\n2013-09-18 02:57:35,377 [9] INFO  ThemeSim.ThemeSimulator TestForm loading...
2013-09-18 02:57:35,706 [9] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.TextSetting -> ThemeSim.ThemeElements.TextControl.
2013-09-18 02:57:35,706 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.TextSetting -> ThemeSim.ThemeElements.TextControl.
2013-09-18 02:57:35,707 [9] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ImageSetting -> ThemeSim.ThemeElements.ImageControl.
2013-09-18 02:57:35,707 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ImageSetting -> ThemeSim.ThemeElements.ImageControl.
2013-09-18 02:57:35,707 [9] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ScreenSetting -> ThemeSim.ThemeElements.ScreenControl.
2013-09-18 02:57:35,708 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ScreenSetting -> ThemeSim.ThemeElements.ScreenControl.
2013-09-18 02:57:35,708 [9] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ImageContainerResourcesSetting -> ThemeSim.ThemeElements.ImageContainerResources.
2013-09-18 02:57:35,708 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ImageContainerResourcesSetting -> ThemeSim.ThemeElements.ImageContainerResources.
2013-09-18 02:57:35,711 [9] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ImageDirectoryResourcesSetting -> ThemeSim.ThemeElements.ImageDirectoryResources.
2013-09-18 02:57:35,713 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ImageDirectoryResourcesSetting -> ThemeSim.ThemeElements.ImageDirectoryResources.
2013-09-18 02:57:35,714 [9] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.AreaSetting -> ThemeSim.ThemeElements.AreaControl.
2013-09-18 02:57:35,715 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.AreaSetting -> ThemeSim.ThemeElements.AreaControl.
2013-09-18 02:57:35,725 [9] INFO  ThemeSim.ThemeSimulator Load Resource 'c100dts2a' -> ./c100dts2a
2013-09-18 02:57:35,725 [9] INFO  ThemeSim.ThemeSimulator Load Resource 'c100dts2b' -> ./c100dts2b
2013-09-18 02:57:35,726 [9] INFO  ThemeSim.ThemeSimulator Load Resource 'battery' -> ./battery
2013-09-18 02:57:35,727 [9] INFO  ThemeSim.ThemeSimulator Load Resource 'usb' -> ./usb
2013-09-18 02:57:35,765 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img电池' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-18 02:57:35,777 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img左箭头' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-18 02:57:35,788 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img右箭头' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-18 02:57:35,799 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img大选择框' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-18 02:57:35,812 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img图标' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-18 02:57:35,824 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img图标Bar' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-18 02:57:35,836 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img主菜单' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-18 02:57:35,840 [9] INFO  ThemeSim.ThemeSimulator Load Control 'txt时间' -> ThemeSim.ThemeSettings.TextSetting
2013-09-18 02:57:35,841 [9] INFO  ThemeSim.ThemeSimulator Load Control 'txt日期' -> ThemeSim.ThemeSettings.TextSetting
2013-09-18 02:57:35,860 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img电量' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-18 02:57:35,861 [9] INFO  ThemeSim.ThemeSimulator Load Control 'txt电量' -> ThemeSim.ThemeSettings.TextSetting
2013-09-18 02:57:35,879 [9] INFO  ThemeSim.ThemeSimulator Load Control 'imgUSB黑色' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-18 02:57:35,881 [9] INFO  ThemeSim.ThemeSimulator Load Control 'are宠物管家' -> ThemeSim.ThemeSettings.AreaSetting
2013-09-18 02:57:35,882 [9] INFO  ThemeSim.ThemeSimulator Load Control 'are主题切换按钮' -> ThemeSim.ThemeSettings.AreaSetting
2013-09-18 02:57:35,883 [9] INFO  ThemeSim.ThemeSimulator Load Control 'areUSB按钮' -> ThemeSim.ThemeSettings.AreaSetting
2013-09-18 02:57:35,885 [9] INFO  ThemeSim.ThemeSimulator Load Screen 'MainScreen' -> ThemeSim.ThemeSettings.ScreenSetting
2013-09-18 02:57:35,885 [9] INFO  ThemeSim.ThemeSimulator Load Screen 'BatteryScreen' -> ThemeSim.ThemeSettings.ScreenSetting
2013-09-18 02:57:35,886 [9] INFO  ThemeSim.ThemeSimulator Load Screen 'USBScreen' -> ThemeSim.ThemeSettings.ScreenSetting
2013-09-18 02:57:36,028 [9] INFO  Script 成功加载脚本.
[Footer]\r\n[Header]\r\n2013-09-18 02:58:06,069 [9] INFO  ThemeSim.ThemeSimulator TestForm loading...
2013-09-18 02:58:06,378 [9] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.TextSetting -> ThemeSim.ThemeElements.TextControl.
2013-09-18 02:58:06,379 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.TextSetting -> ThemeSim.ThemeElements.TextControl.
2013-09-18 02:58:06,379 [9] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ImageSetting -> ThemeSim.ThemeElements.ImageControl.
2013-09-18 02:58:06,379 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ImageSetting -> ThemeSim.ThemeElements.ImageControl.
2013-09-18 02:58:06,379 [9] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ScreenSetting -> ThemeSim.ThemeElements.ScreenControl.
2013-09-18 02:58:06,379 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ScreenSetting -> ThemeSim.ThemeElements.ScreenControl.
2013-09-18 02:58:06,380 [9] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ImageContainerResourcesSetting -> ThemeSim.ThemeElements.ImageContainerResources.
2013-09-18 02:58:06,380 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ImageContainerResourcesSetting -> ThemeSim.ThemeElements.ImageContainerResources.
2013-09-18 02:58:06,381 [9] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ImageDirectoryResourcesSetting -> ThemeSim.ThemeElements.ImageDirectoryResources.
2013-09-18 02:58:06,382 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ImageDirectoryResourcesSetting -> ThemeSim.ThemeElements.ImageDirectoryResources.
2013-09-18 02:58:06,383 [9] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.AreaSetting -> ThemeSim.ThemeElements.AreaControl.
2013-09-18 02:58:06,383 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.AreaSetting -> ThemeSim.ThemeElements.AreaControl.
2013-09-18 02:58:06,393 [9] INFO  ThemeSim.ThemeSimulator Load Resource 'c100dts2a' -> ./c100dts2a
2013-09-18 02:58:06,394 [9] INFO  ThemeSim.ThemeSimulator Load Resource 'c100dts2b' -> ./c100dts2b
2013-09-18 02:58:06,394 [9] INFO  ThemeSim.ThemeSimulator Load Resource 'battery' -> ./battery
2013-09-18 02:58:06,395 [9] INFO  ThemeSim.ThemeSimulator Load Resource 'usb' -> ./usb
2013-09-18 02:58:06,432 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img电池' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-18 02:58:06,445 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img左箭头' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-18 02:58:06,457 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img右箭头' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-18 02:58:06,468 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img大选择框' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-18 02:58:06,481 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img图标' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-18 02:58:06,493 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img图标Bar' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-18 02:58:06,506 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img主菜单' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-18 02:58:06,510 [9] INFO  ThemeSim.ThemeSimulator Load Control 'txt时间' -> ThemeSim.ThemeSettings.TextSetting
2013-09-18 02:58:06,511 [9] INFO  ThemeSim.ThemeSimulator Load Control 'txt日期' -> ThemeSim.ThemeSettings.TextSetting
2013-09-18 02:58:06,530 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img电量' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-18 02:58:06,531 [9] INFO  ThemeSim.ThemeSimulator Load Control 'txt电量' -> ThemeSim.ThemeSettings.TextSetting
2013-09-18 02:58:06,551 [9] INFO  ThemeSim.ThemeSimulator Load Control 'imgUSB黑色' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-18 02:58:06,553 [9] INFO  ThemeSim.ThemeSimulator Load Control 'are宠物管家' -> ThemeSim.ThemeSettings.AreaSetting
2013-09-18 02:58:06,554 [9] INFO  ThemeSim.ThemeSimulator Load Control 'are主题切换按钮' -> ThemeSim.ThemeSettings.AreaSetting
2013-09-18 02:58:06,555 [9] INFO  ThemeSim.ThemeSimulator Load Control 'areUSB按钮' -> ThemeSim.ThemeSettings.AreaSetting
2013-09-18 02:58:06,557 [9] INFO  ThemeSim.ThemeSimulator Load Screen 'MainScreen' -> ThemeSim.ThemeSettings.ScreenSetting
2013-09-18 02:58:06,557 [9] INFO  ThemeSim.ThemeSimulator Load Screen 'BatteryScreen' -> ThemeSim.ThemeSettings.ScreenSetting
2013-09-18 02:58:06,558 [9] INFO  ThemeSim.ThemeSimulator Load Screen 'USBScreen' -> ThemeSim.ThemeSettings.ScreenSetting
2013-09-18 02:58:06,715 [9] INFO  Script 成功加载脚本.
2013-09-18 02:58:34,907 [9] INFO  Script KeyUp
[Header]\r\n2013-09-18 03:00:55,397 [8] INFO  ThemeSim.ThemeSimulator TestForm loading...
2013-09-18 03:00:55,746 [8] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.TextSetting -> ThemeSim.ThemeElements.TextControl.
